Target age (ka),Site Name,Latitude,Longitude,Biome 6000 Consolidated Name,Biome 6000 biome code,Biome 4.2 Biome 6000 common biomes,MegaBiomes (Scheme 2),BIOME 4.2 names from model code,Biome 4.2 code,BIOME4.2 BIOME 6000-equivalencies
0,TOPI9202,43.73,-83.93,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,TORRENS,40.35,-82.47,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Torrens Bog,40.35,-82.47,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Tumlingtar (Nep),27.583,87.350,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Uenodai archaeological site,35.7,140.1,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Ukishimanomori,33.7,136,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,VANC9165,42.18,-84.42,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,VERMNT18,43.08,-89.83,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Vesttjönn,58.17,7.98,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Volo Bog,42.35,-88.18,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,VREELAND,41.05,-74.25,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WARDSG17,42.32,-89.93,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WARDSG28,42.3,-89.93,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WATC9147,43.5,-83.82,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WHIT6562,42.45,-83.75,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Wintergreen Lake,42.4,-85.38,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WOODBN07,42.33,-90.12,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WOODBN24,42.32,-90.1,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WOODBN25,42.3,-90.12,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,WOODCLIF,41.02,-74.03,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Yabitsuyachi 43,40.6,140.9,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Yachidaira,37.7,140.2,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Yakumogahara,35.3,135.9,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Yuntaishan,34.8,119.2,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Yutorinuma,35.6,140.6,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Zao no.4,38.1,140.5,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Zenkojitai,40.5,140.9,temperate deciduous broadleaf forest,13,Temperate deciduous broadleaf forest,temperate forest,Temperate deciduous forest + temperate broadleaved savanna,4+16,Temperate deciduous broadleaf forest
0,Haranomachi,37.6,141,temperate evergreen needleleaf forest,27,Temperate evergreen needleleaf forest,temperate forest,Temperate conifer forest,5,Temperate evergreen needleleaf forest
0,Hatchodaira C,35.2,135.8,temperate evergreen needleleaf forest,27,Temperate evergreen needleleaf forest,temperate forest,Temperate conifer forest,5,Temperate evergreen needleleaf forest
0,Iinogawa,38.5,141.3,temperate evergreen needleleaf forest,27,Temperate evergreen needleleaf forest,temperate forest,Temperate conifer forest,5,Temperate evergreen needleleaf forest
0,Ishinomaki,38.5,141.4,temperate evergreen needleleaf forest,27,Temperate evergreen needleleaf forest,temperate forest,Temperate conifer forest,5,Temperate evergreen needleleaf forest
0,Ohnuma,35.4,134.6,temperate evergreen needleleaf forest,27,Temperate evergreen needleleaf forest,temperate forest,Temperate conifer forest,5,Temperate evergreen needleleaf forest
0,Sugiyaike,35.2,135.9,temperate evergreen needleleaf forest,27,Temperate evergreen needleleaf forest,temperate forest,Temperate conifer forest,5,Temperate evergreen needleleaf forest
0,62589SRI,25.32,-81.15,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,6416ASAE,25.51,-80.77,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,AL11 76,49.4,-119.58,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Alkali Creek,38.75,-106.83,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR12,50.1,-113.53,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR36,50.83,-112.67,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR37,50.7,-112.23,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR38,50.45,-111.57,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR41,49.65,-109.73,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR59,51.95,-113.25,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR60,53.48,-112.08,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR67,51.52,-106.38,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ALTAKR69,51.73,-110.42,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Barrett Lake,37.6,-119.02,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,BC.SU  6,49.31,-115.7,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,BC.SU 41,50.62,-121.25,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Bison Alcove,38.73,-109.5,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Clearwater Lake,50.87,-107.93,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Como Lake,37.55,-105.5,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Cottonwood Pass Pond,38.83,-106.41,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Creston Fen,47.58,-118.75,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Cygnet Lake Fen,44.65,-110.6,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Dead Man Lake,36.24,-108.95,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Dolores,37.52,-108.55,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Dome Creek Meadow,40.02,-107.03,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Emerald Lake,44.07,-110.3,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ENA-323,41.28,-70.05,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ENA-62151049,25.36,-81.12,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Gatecliff,39,-116.78,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,GRASS1..,50.87,-107.93,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,GRASS2..,51.32,-105.38,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Gray's Lake,43,-111.58,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Great Salt Lake,41,-112.5,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,GREAT21,44.3,-104.92,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Guardipee Lake,48.55,-112.72,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Head Lake,37.7,-105.5,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Hedrick Pond,43.75,-110.6,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,HEL59T1,25.42,-81.15,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,HEL59T6,25.42,-81.17,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Hidden Cave,39.33,-118.75,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Hidden Forest,36.57,-115.1,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Horse Thief Hills,37.35,-117.8,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Ice Slough,42.48,-107.9,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Lake Cleveland,42.32,-113.63,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Lake Isabel Bog,40.07,-105.62,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Lily Lake,43.77,-110.32,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Long Lake,40.07,-105.6,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,LR...110,51.17,-105.5,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,"Mariposa Lake, WY",44.15,-110.23,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Mayberry Well,33.7,-108.3,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Molas Lake,37.75,-107.68,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ND.SU  4,43.15,-103.42,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Potato Lake,34.08,-111.5,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Rattlesnake Cave,43.52,-112.62,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,ROSE...5,42.75,-104.33,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Ruby Marshes,41.13,-115.48,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SD.SU  8,44.27,-103.92,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SE621TI1,25.42,-81.15,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SE6416SE,25.53,-80.8,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SER14F18,25.4,-81.02,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS119B,32.62,-84.25,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS125B,31.4,-83.33,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS1T1,25.64,-80.75,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS1T2,25.63,-80.73,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS1T3,25.62,-80.72,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6212,25.49,-81.17,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6213,25.46,-81.15,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6217,25.39,-81.13,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6219,25.49,-81.18,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS621F,25.27,-81.15,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6220,25.46,-81.17,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6221,25.58,-81.23,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6222,25.58,-81.22,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6223,25.47,-80.85,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS622F,25.24,-81.17,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS623F,25.27,-81.17,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS626F,25.28,-81.15,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS627F,25.29,-81.17,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6410,25.58,-80.77,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6415,25.51,-80.85,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6421,25.36,-81.02,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS6433,25.14,-81.07,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS647F,25.65,-80.77,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESS73A,32.28,-86.77,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR10F,25.36,-81.1,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR13F,25.38,-81.03,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR15F,25.4,-81,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR16F,25.39,-80.98,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR17F,25.41,-80.97,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR19F,25.42,-81,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR20F,25.41,-80.98,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR21F,25.42,-80.97,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR22F,25.42,-80.95,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR23F,25.43,-80.93,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR24F,25.44,-80.92,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR26F,25.46,-80.88,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSR28F,25.44,-80.97,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSSR2F,25.33,-81.13,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSSR3F,25.33,-81.12,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSSR5F,25.35,-81.08,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSSR6F,25.36,-81.07,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,SESSSR7F,25.37,-81.05,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Slough Creek Pond,44.93,-110.35,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Swan Lake,42.33,-112.42,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Wide Rock Butte,36.12,-109.33,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU 9,44.83,-104.12,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU10,43.73,-104.18,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU12,42.68,-104.32,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU13,42.3,-104.32,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU14,41.98,-104.23,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU15,41.62,-104.25,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,WYO.SU16,41.38,-104.38,temperate evergreen needleleaf open woodland,9,Temperate evergreen needleleaf open woodland,temperate forest,Open conifer woodland,17,Temperate evergreen needleleaf open woodland
0,Aguas Calientas ,-23.08,-67.42,temperate grassland and xerophytic shrubland,31,Grassland/shrubland,grassland and dry shrubland,Temperate xerophytic shrubland + Temperate grassland,20+14,temperate grassland+temperate xerophytic shrubland
0,Ajata ,-18.25,-69.2,temperate grassland and xerophytic shrubland,31,Grassland/shrubland,grassland and dry shrubland,Temperate xerophytic shrubland + Temperate grassland,20+14,temperate grassland+temperate xerophytic shrubland
0,AlercesNor ,-42.56,-71.6,temperate grassland and xerophytic shrubland,31,Grassland/shrubland,grassland and dry shrubland,Temperate xerophytic shrubland + Temperate grassland,20+14,temperate grassland+temperate xerophytic shrubland
0,Amarete ,-15.23,-68.98,temperate grassland and xerophytic shrubland,31,Grassland/shrubland,grassland and dry shrubland,Temperate xerophytic shrubland + Temperate grassland,20+14,temperate grassland+temperate xerophytic shrubland
0,Andabobos ,4.09,-74.15,temperate grassland and xerophytic shrubland,31,Grassland/shrubland,grassland and dry shrubland,Temperate xerophytic shrubland + Temperate grassland,20+14,temperate grassland+temperate xerophytic shrubland
