VALUE,BPS_NAME,legend
1821,Central and Southern Appalachian Spruce-Fir Forest,Boreal/Subalpine Forest
1878,Central and Southern Appalachian Spruce-Fir Forest,Boreal/Subalpine Forest
1897,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Boreal/Subalpine Forest
1928,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Boreal/Subalpine Forest
1929,Acadian-Appalachian Montane Spruce-Fir Forest,Boreal/Subalpine Forest
1950,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Boreal/Subalpine Forest
1951,Acadian-Appalachian Montane Spruce-Fir Forest,Boreal/Subalpine Forest
1986,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Boreal/Subalpine Forest
1987,Acadian-Appalachian Montane Spruce-Fir Forest,Boreal/Subalpine Forest
416,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
420,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
424,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
425,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
454,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
459,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
464,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
465,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
493,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
496,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
579,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
582,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
598,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
622,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
625,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
627,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
631,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
632,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
633,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
665,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
666,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
667,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
686,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
687,Rocky Mountain Bigtooth Maple Ravine Woodland,Boreal/Subalpine Forest
689,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
693,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
694,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
731,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
733,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
734,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
791,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
815,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
818,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
853,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
856,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
859,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
860,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
861,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
879,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
885,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
886,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
887,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
965,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
966,Rocky Mountain Bigtooth Maple Ravine Woodland,Boreal/Subalpine Forest
974,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
975,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
976,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1009,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1016,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1017,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1018,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1048,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1051,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1057,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1078,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1079,Rocky Mountain Bigtooth Maple Ravine Woodland,Boreal/Subalpine Forest
1082,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1086,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1087,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
1113,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1121,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1146,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1153,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1154,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1155,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1157,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
1181,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1191,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1192,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1193,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
1218,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1219,Rocky Mountain Bigtooth Maple Ravine Woodland,Boreal/Subalpine Forest
1222,Northern Rocky Mountain Subalpine Woodland and Parkland,Boreal/Subalpine Forest
1226,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1227,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1228,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1229,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
1249,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1254,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1255,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1256,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Boreal/Subalpine Forest
1257,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
1347,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
1472,Rocky Mountain Aspen Forest and Woodland,Boreal/Subalpine Forest
1473,Rocky Mountain Bigtooth Maple Ravine Woodland,Boreal/Subalpine Forest
1479,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Boreal/Subalpine Forest
1481,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Boreal/Subalpine Forest
729,North Pacific Mesic Western Hemlock-Silver Fir Forest,Boreal/Subalpine Forest
758,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Boreal/Subalpine Forest
811,North Pacific Mesic Western Hemlock-Silver Fir Forest,Boreal/Subalpine Forest
850,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Boreal/Subalpine Forest
556,Mediterranean California Red Fir Forest,Boreal/Subalpine Forest
557,Mediterranean California Subalpine Woodland,Boreal/Subalpine Forest
560,Northern California Mesic Subalpine Woodland,Boreal/Subalpine Forest
591,Mediterranean California Subalpine Woodland,Boreal/Subalpine Forest
594,Northern California Mesic Subalpine Woodland,Boreal/Subalpine Forest
725,North Pacific Maritime Mesic Subalpine Parkland,Boreal/Subalpine Forest
769,Mediterranean California Red Fir Forest,Boreal/Subalpine Forest
802,Mediterranean California Red Fir Forest,Boreal/Subalpine Forest
803,Mediterranean California Subalpine Woodland,Boreal/Subalpine Forest
807,North Pacific Maritime Mesic Subalpine Parkland,Boreal/Subalpine Forest
813,Northern California Mesic Subalpine Woodland,Boreal/Subalpine Forest
819,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Boreal/Subalpine Forest
937,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Boreal/Subalpine Forest
1055,Mediterranean California Subalpine Woodland,Boreal/Subalpine Forest
1058,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Boreal/Subalpine Forest
1593,Boreal Jack Pine-Black Spruce Forest,Boreal/Subalpine Forest
1980,Boreal Jack Pine-Black Spruce Forest,Boreal/Subalpine Forest
589,Mediterranean California Red Fir Forest - Cascades,Boreal/Subalpine Forest
590,Mediterranean California Red Fir Forest - Southern Sierra,Boreal/Subalpine Forest
727,North Pacific Mountain Hemlock Forest - Wet,Boreal/Subalpine Forest
728,North Pacific Mountain Hemlock Forest - Xeric,Boreal/Subalpine Forest
809,North Pacific Mountain Hemlock Forest - Wet,Boreal/Subalpine Forest
810,North Pacific Mountain Hemlock Forest - Xeric,Boreal/Subalpine Forest
978,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation,Boreal/Subalpine Forest
1020,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation,Boreal/Subalpine Forest
1568,Boreal White Spruce-Fir-Hardwood Forest - Inland,Boreal/Subalpine Forest
1596,Boreal White Spruce-Fir-Hardwood Forest - Inland,Boreal/Subalpine Forest
1597,Boreal White Spruce-Fir-Hardwood Forest - Coastal,Boreal/Subalpine Forest
1598,Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,Boreal/Subalpine Forest
1621,Great Lakes Spruce-Fir,Boreal/Subalpine Forest
1623,Boreal White Spruce-Fir-Hardwood Forest - Inland,Boreal/Subalpine Forest
1624,Boreal White Spruce-Fir-Hardwood Forest - Coastal,Boreal/Subalpine Forest
1646,Boreal Aspen-Birch Forest,Boreal/Subalpine Forest
1650,Boreal White Spruce-Fir-Hardwood Forest - Inland,Boreal/Subalpine Forest
561,California Maritime Chaparral,Chaparral
562,California Mesic Chaparral,Chaparral
564,California Xeric Serpentine Chaparral,Chaparral
565,Northern and Central California Dry-Mesic Chaparral,Chaparral
575,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Chaparral
607,California Mesic Chaparral,Chaparral
610,Northern and Central California Dry-Mesic Chaparral,Chaparral
785,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Chaparral
826,California Mesic Chaparral,Chaparral
829,Northern and Central California Dry-Mesic Chaparral,Chaparral
846,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Chaparral
917,California Mesic Chaparral,Chaparral
918,Northern and Central California Dry-Mesic Chaparral,Chaparral
942,California Maritime Chaparral,Chaparral
943,California Mesic Chaparral,Chaparral
945,California Xeric Serpentine Chaparral,Chaparral
946,Northern and Central California Dry-Mesic Chaparral,Chaparral
949,Southern California Dry-Mesic Chaparral,Chaparral
568,Northern California Coastal Scrub,Chaparral
778,Northern California Coastal Scrub,Chaparral
941,Southern California Coastal Scrub,Chaparral
954,Northern California Coastal Scrub,Chaparral
508,Great Basin Semi-Desert Chaparral,Chaparral
563,California Montane Woodland and Chaparral,Chaparral
608,California Montane Woodland and Chaparral,Chaparral
609,Great Basin Semi-Desert Chaparral,Chaparral
827,California Montane Woodland and Chaparral,Chaparral
828,Great Basin Semi-Desert Chaparral,Chaparral
944,California Montane Woodland and Chaparral,Chaparral
989,Great Basin Semi-Desert Chaparral,Chaparral
1031,Great Basin Semi-Desert Chaparral,Chaparral
1066,Great Basin Semi-Desert Chaparral,Chaparral
1096,Great Basin Semi-Desert Chaparral,Chaparral
538,Mogollon Chaparral,Chaparral
1032,Mogollon Chaparral,Chaparral
1097,Mogollon Chaparral,Chaparral
1131,Mogollon Chaparral,Chaparral
1202,Mogollon Chaparral,Chaparral
1358,Madrean Oriental Chaparral,Chaparral
1359,Mogollon Chaparral,Chaparral
1390,Madrean Oriental Chaparral,Chaparral
397,Sonora-Mojave Semi-Desert Chaparral,Chaparral
405,Sonora-Mojave Semi-Desert Chaparral,Chaparral
539,Sonora-Mojave Semi-Desert Chaparral,Chaparral
919,Sonora-Mojave Semi-Desert Chaparral,Chaparral
947,Sonora-Mojave Semi-Desert Chaparral,Chaparral
1099,Sonora-Mojave Semi-Desert Chaparral,Chaparral
1361,Sonora-Mojave Semi-Desert Chaparral,Chaparral
389,Southern Colorado Plateau Sand Shrubland,Cool Desert
394,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Cool Desert
395,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
400,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
404,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Cool Desert
406,Southern Colorado Plateau Sand Shrubland,Cool Desert
437,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
438,Columbia Basin Foothill and Canyon Dry Grassland,Cool Desert
439,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
501,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
506,Southern Colorado Plateau Sand Shrubland,Cool Desert
517,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
518,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
533,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
544,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
605,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
644,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
645,Columbia Basin Foothill and Canyon Dry Grassland,Cool Desert
646,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
676,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
677,Columbia Basin Foothill and Canyon Dry Grassland,Cool Desert
678,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
705,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
836,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
837,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
899,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
900,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
938,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
982,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Cool Desert
987,Southern Colorado Plateau Sand Shrubland,Cool Desert
997,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
998,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1024,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Cool Desert
1027,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
1029,Southern Colorado Plateau Sand Shrubland,Cool Desert
1039,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1040,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1063,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
1070,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1071,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1093,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
1104,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1105,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1126,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Cool Desert
1129,Southern Colorado Plateau Sand Shrubland,Cool Desert
1139,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1140,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1171,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1172,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1197,Mojave Mid-Elevation Mixed Desert Scrub,Cool Desert
1209,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1210,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1240,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1241,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
1367,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Cool Desert
1369,Inter-Mountain Basins Semi-Desert Grassland,Cool Desert
388,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Cool Desert
403,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
427,Columbia Plateau Scabland Shrubland,Cool Desert
434,Columbia Plateau Low Sagebrush Steppe,Cool Desert
472,Columbia Plateau Low Sagebrush Steppe,Cool Desert
635,Columbia Plateau Scabland Shrubland,Cool Desert
641,Columbia Plateau Low Sagebrush Steppe,Cool Desert
668,Columbia Plateau Scabland Shrubland,Cool Desert
673,Columbia Plateau Low Sagebrush Steppe,Cool Desert
703,Columbia Plateau Low Sagebrush Steppe,Cool Desert
737,Columbia Plateau Scabland Shrubland,Cool Desert
745,Columbia Plateau Low Sagebrush Steppe,Cool Desert
833,Columbia Plateau Low Sagebrush Steppe,Cool Desert
890,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Cool Desert
980,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
1022,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
1067,Columbia Plateau Low Sagebrush Steppe,Cool Desert
1089,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
1101,Columbia Plateau Low Sagebrush Steppe,Cool Desert
1124,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
1159,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
1237,Columbia Plateau Low Sagebrush Steppe,Cool Desert
1260,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Cool Desert
1482,Colorado Plateau Mixed Low Sagebrush Shrubland,Cool Desert
381,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
390,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
429,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
430,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
433,Columbia Plateau Steppe and Grassland,Cool Desert
435,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
436,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
468,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
473,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
474,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
498,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
499,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
516,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
532,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
602,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
603,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
612,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
613,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
636,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
637,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
640,Columbia Plateau Steppe and Grassland,Cool Desert
642,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
643,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
669,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
672,Columbia Plateau Steppe and Grassland,Cool Desert
674,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
675,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
704,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
739,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
744,Columbia Plateau Steppe and Grassland,Cool Desert
746,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
747,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
824,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
832,Columbia Plateau Steppe and Grassland,Cool Desert
834,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
835,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
865,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
866,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
898,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
983,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
984,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
994,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
1025,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
1036,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
1060,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
1061,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
1068,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
1069,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
1090,Great Basin Xeric Mixed Sagebrush Shrubland,Cool Desert
1091,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
1102,Inter-Mountain Basins Big Sagebrush Steppe,Cool Desert
1103,Inter-Mountain Basins Montane Sagebrush Steppe,Cool Desert
1127,Inter-Mountain Basins Big Sagebrush Shrubland,Cool Desert
