"file","taxon","name","Tclx_max","Tclx_min","Tgs_max","Tgs_min","Cindex_max","Cindex_min","Tcl_max","Tcl_min","M_max","M_min","MAP_max","MAP_min"
"acacchor","Vachellia choriophylla","cinnecord","4.350914478302","4.350914478302","26.9431190490723","26.9431190490723","19.350914478302","19.350914478302","15.0305509567261","15.0305509567261","1.30895817406029","1.30895817406029","1374.20104980469","1374.20104980469"
"acacfarn","Vachellia farnesiana","sweet acacia","5.59232099533081","-8.83546186447144","28.7645399856567","17.9424645614624","19.6464600849152","6.16453813552856","13.6779189109802","1.14067869901657","0.929284052811","0.0756718398992995","1106.25724853516","97.1976669311523"
"acacgreg","Senegalia greggii","catclaw acacia","1.29044783592224","-13.4359229278564","29.4069709777832","19.9663682556152","15.7681611633301","1.55824462890625","8.67028251647949","-3.06770573616028","0.630834668006686","0.0535128647790196","738.367934570313","77.5092230224609"
"acacmacr","Vachellia macracantha","long spine acacia","6.80176242828369","6.5362576675415","27.7237339019775","27.647424697876","20.4132675170898","20.2415383911133","16.7785765075684","16.5606700134277","1.05196079929972","1.0306260451513","1074.8509765625","1061.785859375"
"acacrigi","Vachellia rigidula","blackbrush acacia","4.8016788482666","-8.29156761169434","28.5770847320557","24.3808666229248","18.8299926757813","6.70843238830566","13.3517498016357","2.27819113731384","0.945359361753676","0.268359347040089","1151.67329101563","335.709777832031"
"acacroem","Senegalia roemeriana","Roemer acacia","-4.30686947822571","-12.2887554550171","28.2156190872192","21.5962296676636","10.6931305217743","2.71124454498291","5.665732421875","-1.52781625747681","0.7835377160222","0.186931602294035","849.934027099609","235.744025878906"
"acactort","Vachellia tortuosa","twisted acacia","7.40375453948975","-9.50724208831787","28.3785158538818","14.7552906799316","20.8804374694824","5.49275791168213","14.7722158050537","0.474955285787582","1.44588969377349","0.232807836781262","1344.19368652344","282.571618652344"
"acacwrig","Senegalia wrightii","Wright acacia","0.411181658506396","-12.234843711853","28.5548333740234","17.2565572357178","15.200632430315","2.76515628814697","9.85248893737793","-1.19891311168671","0.746316013990131","0.242797599846005","825.727280273437","276.88275390625"
"acerbarb","Acer floridanum","Florida maple","-8.31799152374268","-18.2975428390503","24.8320640182495","21.0725402832031","6.68200847625732","-3.29754283905029","3.38104415893555","-5.16129858970642","1.61149159229849","1.15266703040876","1530.87769287109","1120.41238037109"
"acercirc","Acer circinatum","vine maple","-4.88998153686524","-25.7157135772705","19.1929649353027","8.43043584823608","6.48736484527587","-10.7157135772705","2.57823592185974","-11.1325112533569","9.18501265246203","1.07657796678211","3401.08999023437","608.222785644531"
"acerglab","Acer glabrum","Rocky Mountain maple","-7.45297923088073","-36.0978225708008","17.4168997192383","5.57584802627563","4.67103834152222","-21.0978225708008","1.28799574375153","-18.8720825195313","12.6480650741138","0.54047418659684","3345.68159179688","319.797180175781"
"acergran","Acer grandidentatum","bigtooth maple","-7.95938049316406","-31.8216931152344","24.7281409454346","9.05377464294434","6.96948554992676","-16.8216931152344","1.54737937450409","-15.3482846450806","2.27483710208637","0.307403477087983","953.899013671875","275.386794433594"
"acerleuc","Acer leucoderme","chalk maple","-8.64379957199096","-15.7367670631409","24.7163841629028","21.1277309799194","6.35620042800903","-0.736767063140869","2.62173000812531","-3.55700598716736","1.73604135248047","1.20045235795419","1535.66827392578","1147.44311767578"
"acermacr","Acer macrophyllum","bigleaf maple","-3.0419561290741","-21.8813138580322","20.2160000610352","8.41723064422607","8.79615497589111","-6.8962809753418","3.62781557083129","-8.59313037872315","11.5638772355943","0.606407881434342","3337.44370117187","448.367307128906"
"acernegu","Acer negundo","boxelder","-6.43686077117919","-43.9793553161621","25.5574899291992","11.7978819656372","7.88019817352295","-28.9793553161621","3.8698697757721","-25.5727285766602","1.86829348759195","0.521197281429148","1522.03587890625","313.271802978516"
"acernigr","Acer nigrum","black maple","-18.1093766021729","-31.2851065063477","21.2432418823242","15.1031439971924","-3.10937660217285","-16.2851065063477","-4.44975088119507","-16.7733304595947","2.11326313078438","1.25928609147663","1359.3610546875","759.936022949219"
"acerpens","Acer pensylvanicum","striped maple","-17.9576753616333","-35.1392456817627","18.9311193466187","10.6212661743164","-2.9576753616333","-20.1392456817627","-4.84325329780579","-19.3141741943359","3.91202476807083","1.47886075932","1468.37256347656","814.914468994141"
"acerrubr","Acer rubrum","red maple","-3.97908541679384","-38.1133306884766","25.9387860870361","11.2897314834595","11.0209145832062","-23.1133306884766","8.42549362182617","-22.1398564910889","3.49349934171445","1.11791935788813","1584.92646972656","684.762023925781"
"acersacc","Acer saccharinum","silver maple","-10.2394065856934","-33.8429870605469","23.931755065918","13.3383989334106","4.76059341430664","-18.8429870605469","1.21581482887268","-18.6672229766846","2.56884777069699","1.05491303655586","1511.17431640625","687.532287597656"
"acersacr","Acer saccharum","sugar maple","-17.6709133148193","-38.6645211791992","21.3772034835815","11.1772144699097","-2.67091331481934","-23.6645211791992","-4.41579528808594","-22.6331960296631","3.58443057199291","1.28478645068253","1397.82953125","673.442331542969"
"acerspic","Acer spicatum","mountain maple","-20.4317226409912","-46.9769021606445","17.9162135314941","9.14934112548828","-5.43172264099121","-31.9769021606445","-7.28233327865601","-27.7688661956787","4.68374851729904","1.18845521634069","1438.203515625","458.203630371094"
"acoewrig","Acoelorrhaphe wrightii","paurotis palm","2.94004305839539","0.323869926929474","26.8025096893311","26.6187919616699","17.9400430583954","15.3238699269295","13.8397090148926","11.9449644470215","1.20213787344539","1.09666900289406","1383.52741210938","1295.0197265625"
"aesccali","Aesculus californica","California buckeye","-2.20655117034912","-10.6680546951294","23.5497543334961","15.7273500823975","9.13297336578369","2.7273484992981","4.20111040115357","-1.91598742008209","2.7657597646982","0.286363810831799","1806.59705078125","279.386322021484"
"aescglab","Aesculus glabra","Ohio buckeye","-10.0791114997864","-26.3326265716553","25.1144776535034","17.517184638977","4.92088850021362","-11.3326265716553","0.842958580255507","-11.8224873924255","1.67970659384812","0.755105910809512","1405.4390234375","775.057935791016"
"aescocta","Aesculus flava","yellow buckeye","-14.8889434432983","-23.2290965270996","21.5953875350952","16.2244275665283","0.111056556701661","-8.22909652709961","-2.58763768672943","-8.5961181640625","2.68961205190044","1.39572995705639","1806.02630615234","955.811361083984"
"aescparv","Aesculus parviflora","bottlebrush buckeye","-9.25233154296875","-13.8309523582458","24.3581243515015","21.8166902542114","5.74766845703125","1.16904764175415","2.42283565998077","-1.97377570867538","1.62661566878588","1.2748053506097","1533.68295898437","1299.28084716797"
"aescpavi","Aesculus pavia","red buckeye","-5.68077188491821","-19.9975178527832","26.0438399887085","21.3163285827637","9.31922811508179","-4.9975178527832","5.36092551231384","-5.62681807518005","1.6455378110739","0.751908290578654","1635.67414550781","838.113355712891"
"aescsylv","Aesculus sylvatica","painted buckeye","-11.4981984329224","-17.0910301208496","23.1466229248047","20.1108094787598","3.50180156707764","-2.09103012084961","-0.0247420936822948","-4.16104429244995","1.99097443141267","1.25647571874897","1562.3728515625","1093.42656738281"
"agavutah","Agave utahensis","Utah agave","-5.81608415603638","-15.8694384765625","26.5484254074097","16.0924173355103","8.14773962020874","-1.30424765110016","1.9469078040123","-6.2314623260498","0.651891806708586","0.0966709327392922","415.614530029297","119.595018768311"
"alnumari","Alnus maritima","seaside alder","-13.4533757781982","-17.2336325073242","24.301227722168","20.0910013198853","1.54662422180176","-2.23363250732422","-2.0111723947525","-5.13860263824463","1.63549283842489","1.05966457949953","1129.73163085937","995.584720458984"
"alnuoblo","Alnus oblongifolia","Arizona alder","-5.62934171676636","-21.5777508544922","25.2650791168213","11.0279461288452","9.37065828323364","-6.57775085449219","2.22686287879944","-10.633288192749","1.45794000463695","0.314197936306177","821.90951171875","362.035054931641"
"alnurhom","Alnus rhombifolia","white alder","-2.85981720924378","-23.3543268585205","22.6432580566406","11.1470063400269","9.69172309875487","-8.35432685852051","3.91075114250183","-8.57567760467529","5.4031929893607","0.309512393958352","2664.32604492187","224.851976318359"
"alnurubr","Alnus rubra","red alder","-3.77765999794006","-30.3926496124268","17.9116060638428","5.99573762893677","7.9443032836914","-15.3926496124268","3.06986686706543","-14.4035408782959","18.8914180432828","1.32210097141083","4620.829375","616.938581542969"
"alnurugo","Alnus rugosa","speckled alder","-22.7863868331909","-55.5896295928955","17.046196937561","5.66092872619629","-7.78638683319092","-40.5896295928955","-9.15534210205077","-33.6220085144043","4.51718886938207","0.953512591149652","1291.60281982422","281.020077514648"
"alnuserr","Alnus serrulata","hazel alder","-7.62314366340637","-28.0194408035278","24.9065521240234","14.5225638580322","7.37685633659363","-13.0194408035278","4.0766517829895","-13.6220731735229","2.56624777306714","1.13637124070436","1630.63791259766","944.333314208984"
"alnusinu","Alnus sinuata","Sitka alder","-8.88103317260742","-46.9297912597656","15.3703773117065","4.6259220123291","3.68664182186127","-31.9297912597656","0.990303993225098","-27.7465489959717","16.6413781139596","0.872588968312261","3999.4583984375","337.141414794922"
"alnutenu","Alnus tenuifolia","thinleaf alder","-18.8555364990235","-54.1028541564941","14.8850033187866","4.65794311523437","-3.86456520080567","-39.1028541564941","-6.22859159469605","-33.6873310852051","4.01093890362556","0.712257530442369","1308.64200683594","285.345667724609"
"alvaamor","Alvaradoa amorphoides","Mexican alvaradoa","3.44652302265167","2.00191264152527","26.6054624557495","26.4574264526367","18.4465230226517","17.0019126415253","14.4125195503235","13.1374894142151","1.44670961032231","1.24342416833571","1519.56063232422","1429.07138671875"
"amelalni","Amelanchier alnifolia","western serviceberry","-9.17369678497311","-53.3409030151367","17.9599767684937","5.15218982696533","3.39913817405703","-38.3409030151367","0.380638821125033","-32.2460452270508","9.05537141077314","0.603077522429824","2638.97030273438","302.384765625"
"amelarbo","Amelanchier arborea","downy serviceberry","-9.10684246063233","-37.3020762634277","24.3996041488647","11.985594997406","5.89315753936767","-22.3020762634277","2.39670271873474","-21.4532387542725","3.25714564536453","1.20748880921456","1567.24163085937","734.621213378906"
"amelinte","Amelanchier interior","inland serviceberry","-26.9470812225342","-38.4445865631103","17.8379187774658","12.3435852813721","-11.9470812225342","-23.4445865631103","-12.9252552986145","-22.8081751251221","1.95390898484272","1.23648586125321","866.069326171875","613.963929443359"
"amelsang","Amelanchier sanguinea","roundleaf serviceberry","-22.8038570404053","-38.8770374298096","17.7271488189697","12.0270073890686","-7.80385704040528","-23.8770374298096","-8.5227095603943","-23.119384765625","2.9544562767602","1.3232615639709","1296.98895263672","651.519342041016"
"amelutah","Amelanchier utahensis","Utah serviceberry","-12.3775421905518","-31.9048237609863","20.5799732208252","7.22358474731445","2.58672100067138","-16.9048237609863","-3.26632283210755","-18.0219979095459","2.64627079711757","0.297436751926608","999.898198242187","210.542963256836"
"amphlati","Amphitecna latifolia","black calabash","4.6171612739563","4.6171612739563","26.7519779205322","26.7519779205322","19.6171612739563","19.6171612739563","15.4005308151245","15.4005308151245","1.44504177674817","1.44504177674817","1406.34265136719","1406.34265136719"
"amyrbals","Amyris balsamifera","balsam torchwood","4.17298718452454","3.49221066474915","26.6639332962036","26.5686507034302","19.1729871845245","18.4922106647491","15.0155562019348","14.4530040168762","1.47281883011378","1.45366067502586","1503.45524902344","1456.03767089844"
"amyrelem","Amyris elemifera","torchwood","8.33859260559082","-6.35687761306763","28.1237808227539","25.1701545715332","20.7877093505859","8.64312238693237","17.9798658752441","5.72468336105347","1.35812896291342","0.967481211125994","1480.72331054687","1011.40094482422"
"annoglab","Annona glabra","pond apple","7.18190227508545","-2.81683634281158","27.8784346008301","26.0690342712402","20.4619718933105","12.1831636571884","17.0866762924194","9.40597036361694","1.39753744324783","0.990450133557601","1495.86258056641","1061.38842773438"
"aralspin","Aralia spinosa","devils walkingstick","-6.72538063049316","-23.1432668304443","25.293392791748","16.3341007232666","8.27461936950684","-8.14326683044434","5.24598003387451","-9.08218978881836","2.14157241283496","1.14292902484539","1640.26807128906","1018.111875"
"arbuariz","Arbutus arizonica","Arizona madrone","-0.453210973739623","-14.9642004013062","24.9519386291504","14.8496339797974","14.5467890262604","0.0357995986938477","8.05076904296875","-4.89669709205627","1.63334236360297","0.392593160323774","1223.07325439453","419.086486816406"
"arbumenz","Arbutus menziesii","Pacific madrone","-2.88466175079346","-14.4100753974915","20.1787004852295","11.3215721321106","8.9875798034668","-0.281004232168198","3.79161128997802","-3.87501858234406","7.92376645129594","0.666526914997259","3283.23997070312","505.476895751953"
"arbutexa","Arbutus texana","Texas madrone","-1.6517461681366","-13.5302156066895","26.7431140136719","18.4295569610596","13.3482538318634","1.46978439331055","7.94445261001587","-2.84733738899231","0.809174122726105","0.196547683491438","868.043361816406","256.452507324219"
"arctprin","Arctostaphylos pringlei","Pringle manzanita","-4.46587690353393","-16.127508392334","24.7273913574219","13.5785685348511","10.2949714756012","-1.12750839233398","2.96180916309357","-6.50975266456604","1.18319498187451","0.299288638222672","772.706196289063","277.307830200195"
"ardiesca","Ardisia escallonioides","marlberry","7.1358613204956","-3.14001451969147","27.8741700744629","25.9652099609375","20.4546147155762","11.8599854803085","17.0363082504272","9.11955667495728","1.39672356707256","0.977825598993491","1495.66933837891","1032.5791015625"
"artetrid","Artemisia tridentata","big sagebrush","-8.60288408279422","-34.9908750152588","20.3887560272217","8.82976776123047","5.31524033546447","-19.9908750152588","-0.693555321693484","-17.7075485229492","2.16269772617642","0.215004193385061","855.689042968749","174.941787414551"
"asimtril","Asimina triloba","pawpaw","-9.56402549743652","-25.2543695068359","24.4707928466797","16.8686460876465","5.43597450256348","-10.2543695068359","1.56736272335052","-10.5565251159668","2.07284135795907","1.17696761494856","1509.35872070312","863.223605957031"
"avicgerm","Avicennia germinans","black mangrove","16.4653294372559","-4.52622361183167","28.8884745788574","21.1233495330811","26.9952994918823","10.4737763881683","22.205746421814","6.05896760940552","3.02909852655022","0.104892792850296","3697.94165527344","140.358111572266"
"bacchali","Baccharis halimifolia","eastern baccharis","2.16274662017823","-16.0062259292603","26.8539352416992","20.3689009094238","17.1627466201782","-1.00622592926025","13.2942314147949","-4.11349411010742","1.74398592065809","0.996385582789162","1636.84039550781","1064.61332519531"
"betualle","Betula alleghaniensis","yellow birch","-18.1540182495117","-38.9886723327637","19.3149544525146","10.5603972625732","-3.15401824951173","-23.9886723327637","-4.94010542869569","-22.900225944519","4.02704371012922","1.32582165622474","1447.94793701172","665.877493896484"
"betulent","Betula lenta","sweet birch","-15.5081757354736","-29.1604140853882","20.8585445022583","14.5234116744995","-0.508175735473636","-14.1604140853882","-3.12199014663696","-14.5399788475037","2.64121916379594","1.36081712216045","1646.77734619141","841.671251220703"
"betunana","Betula nana","dwarf birch","-36.1989546966553","-62.1506278991699","10.2888422203064","2.21656846046448","-21.1989546966553","-47.1506278991699","-18.6583527755737","-38.0768644714355","4.46377441749831","1.05110626340145","861.158154296875","175.413837280273"
"betunigr","Betula nigra","river birch","-7.98411464691162","-26.7393636703491","24.9542217254639","17.1967220306396","7.01588535308838","-11.7393636703491","3.70423817634583","-12.3575706481934","1.95588019941789","1.11341140027086","1589.73187255859","891.654937744141"
"betuocci","Betula occidentalis","water birch","-19.4695291137695","-45.8062239837647","16.8938513946533","4.90800388336182","-4.487031955719","-30.8062239837646","-6.30951002120972","-26.4711445999145","2.95245380817228","0.453279594832357","931.450427246094","292.135112915039"
"betupapy","Betula papyrifera","paper birch","-21.9061198425293","-55.7342613220215","16.5805587005615","5.04082078933716","-6.90611984252929","-40.7342613220215","-7.95310382843017","-33.9335224914551","5.08297371824247","0.980988348971755","1423.87487792969","272.987739257812"
"betupopu","Betula populifolia","gray birch","-17.4864210128784","-33.2638236999512","19.2017235565186","11.8871087646484","-2.48642101287842","-18.2638236999512","-5.47535562515259","-17.9569753646851","4.03380437938375","1.64790153257792","1446.50643310547","873.747650146484"
"betuuber","Betula uber","Ashe birch","-19.7808815383911","-20.1812251663208","17.8726438140869","17.4293161773682","-4.78088153839111","-5.1812251663208","-6.03422870635986","-6.3976884841919","1.74994671384641","1.637131873857","1143.08016601563","1114.05118164062"
"bourovat","Bourreria ovata","Bahama strongbark","8.3441219329834","3.83149930953979","28.1312561035156","26.7544729614258","20.8224105834961","18.8314993095398","17.9875297546387","14.6245705032349","1.35845039470614","0.966927011498566","1394.56292480469","1007.95794677734"
"bourradu","Bourreria radula","rough strongbark","8.3441219329834","7.99432787895203","28.1312561035156","28.0701624679565","20.8224105834961","20.653060874939","17.9875297546387","17.7297395324707","1.04637796411969","1.02647771941477","1031.53220703125","1007.95794677734"
"bumecela","Sideroxylon celastrinum","saffron plum","12.262893409729","-5.20885730743408","28.7358860015869","21.6849337387085","24.9793076324463","9.79114269256592","18.8585727691651","5.13150249481201","1.98528778351596","0.328927977169388","2652.65596679688","456.654060058594"
"bumelanu","Sideroxylon lanuginosum","gum bumelia","-1.68291557788848","-22.5837612915039","28.1886837005615","20.545739440918","13.3073565387726","-7.58376129150391","8.14116092681885","-7.75259284973145","1.59968657422802","0.279207755316734","1617.04445800781","334.014779052734"
"bumelyci","Sideroxylon lycioides","buckthorn bumelia","-8.05836984634399","-19.2372364425659","24.7565565109253","20.6428845596313","6.94163015365601","-4.23723644256592","3.52792164802551","-4.95424094200134","1.82744824045276","1.16415380949096","1578.39211425781","1160.47421386719"
"bumetena","Sideroxylon tenax","tough bumelia","-0.341773881316185","-9.88867258071899","26.8184796524048","23.5867655944824","14.6582261186838","5.11132741928101","11.4605826759338","1.30689508676529","1.46027674831912","1.01653600434297","1359.71626953125","1204.50717041016"
"bursfaga","Bursera fagaroides","fragrant bursera","10.4709819030762","-7.96291260719299","29.2118055343628","14.8595101928711","25.0800165176392","7.03708739280701","17.406169128418","1.54285173177719","1.63433906736781","0.0949830190797318","1694.15084228516","121.132859954834"
"bursmicr","Bursera microphylla","elephanttree","4.86500288009644","-5.06455068588257","29.3247689056397","21.0396453857422","17.9137779998779","9.85501564025879","11.7889723968506","2.68332695960999","0.313741418948887","0.0450138311726536","388.303980712891","59.292437286377"
"burssima","Bursera simaruba","gumbo limbo","7.95547407150269","-1.92482120275497","28.0609408569336","26.0150786590576","20.6429516220093","13.075178797245","17.6997397613525","10.1226832389832","1.44380087128499","0.978050850334205","1503.94350097656","1024.19580078125"
"byrsluci","Byrsonima lucida","key byrsonima","7.17039203643799","1.78043311834335","27.8776350021362","26.4545049667358","20.460132598877","16.7804331183434","17.0740842819214","12.985209941864","1.3950266923625","1.02972096354383","1497.98590087891","1061.38842773438"
"caesmexi","Caesalpinia mexicana","Mexican poinciana","8.38166999816895","-7.01477909088135","28.5571002960205","16.7668361663818","22.5766167640686","7.98522090911865","15.7726974487305","3.04529237747192","1.28617000289167","0.397751849086193","1610.85559082031","453.044372558594"
"calypall","Calyptranthes pallens","pale lidflower","8.34158765792847","-1.55859884262085","28.1278299331665","26.3119264984131","20.8065058517456","13.4414011573792","17.9840171432495","10.4132971191406","1.44504177674817","0.966927011498566","1474.55383300781","1009.53598754883"
"calyzuzy","Calyptranthes zuzygium","myrtle of the river","4.3053244972229","1.93685935497284","26.9632775878906","26.5911438751221","19.3053244972229","16.9368593549728","14.9888311386108","13.1010680007935","1.35452231987005","1.1980327563023","1452.68392578125","1359.54373046875"
"canewint","Canella winterana","canella","8.3441219329834","2.37702278614044","28.1312561035156","26.6087940216064","20.8226163864136","17.3770227861404","17.9875297546387","13.4072051620483","1.38270845723222","1.02518675546448","1413.13715087891","1007.95794677734"
"canoholo","Canotia holacantha","canotia","-3.50156581401825","-14.7191596031189","28.7755908966064","18.0467529296875","10.906919002533","0.280840396881104","3.93276381492615","-5.33083033561707","0.690298819349306","0.139791923612777","614.6650390625","186.752227783203"
"cappcyno","Capparis cynophallophora","Jamaica caper","8.33375444412231","-2.01090123653412","28.140697479248","25.9630192565918","20.7827774047852","12.9890987634659","17.9731599807739","10.1193212509155","1.35812896291342","0.967966135799993","1480.89493408203","1014.41356811523"
"cappflex","Capparis flexuosa","limber caper","8.33697988510132","-1.06294114112854","28.1216005325317","25.9815393829346","20.7906565856934","13.9370588588715","17.9776305770874","10.8434826850891","1.35914683025703","0.966927011498566","1474.84839355469","1012.40515258789"
"carpcaro","Carpinus caroliniana","American hornbeam","6.09973388671873","-33.3134991455078","25.3903560638428","13.78887134552","20.2225944137573","-18.3134991455078","13.4786099243164","-18.3599841308594","2.34698337214228","0.72207877932276","1674.45564453125","754.466459960938"
"caryaqua","Carya aquatica","water hickory","-1.89972243785859","-17.9508418273926","26.3534698486328","22.0047979354858","13.1002775621414","-2.95084182739258","10.1507327270508","-4.16352746963501","1.64568367051495","1.02018416930891","1644.86628417969","1106.30739257813"
"carycord","Carya cordiformis","bitternut hickory","-8.32808113098145","-31.5958993148804","24.8546741485596","15.1251829147339","6.67052530288696","-16.5958993148804","2.99063942432404","-17.0981904602051","2.16888511865413","1.04988460783659","1494.09260742187","759.808752441406"
"caryflor","Carya floridana","scrub hickory","-0.609518156051634","-5.24618619918823","26.4589504241943","25.7401393890381","14.3904818439484","9.75381380081177","11.201601524353","7.38585771560669","1.25850291781478","0.98707579958068","1370.11586425781","1195.94275878906"
"caryglab","Carya glabra","pignut hickory","-5.87614593505859","-25.6071509170532","25.4515579223633","16.206806678772","9.12385406494141","-10.6071509170532","6.43776489257813","-11.1816420936584","2.18570464795178","1.15337091509797","1618.83345703125","858.483754882812"
"caryilli","Carya illinoensis","pecan","-5.5274667263031","-24.2463466644287","26.4268640518188","19.9919527053833","9.4725332736969","-9.24634666442871","4.96207976341247","-9.13179206848145","1.55481460887046","0.552918159473453","1552.55665283203","669.223266601562"
"carylaci","Carya laciniosa","shellbark hickory","-15.2862943077087","-25.7982901000977","22.9591048812866","17.0841352844238","-0.28629430770874","-10.7982901000977","-2.71116540908814","-11.2682865715027","1.78911892290657","1.26627658090758","1386.63774169922","845.3445703125"
"carymyri","Carya myristiciformis","nutmeg hickory","-7.23852071762085","-13.66639585495","24.946192741394","23.2867992401123","7.76147928237915","1.33360414505005","3.59086925983429","-1.99108135700226","1.51146276683611","1.12327124282161","1476.56307373047","1092.10144042969"
"caryovat","Carya ovata","shagbark hickory","-8.69310276031494","-29.8343494415283","24.5223329925537","15.1350085067749","6.30689723968506","-14.8343494415283","2.18645972728729","-15.1880914115906","2.25174463233669","1.18637422795638","1499.04098388672","783.409211425781"
"carypall","Carya pallida","sand hickory","-8.81051174163818","-18.5385865020752","24.325541305542","18.7083868408203","6.18948825836182","-3.5385865020752","2.46356762886047","-4.99550598144531","2.2786403740814","1.2328620405725","1683.16941894531","1106.78011230469"
"carytexa","Carya texana","black hickory","-6.98946155548096","-23.4190625762939","26.0373194885254","20.3226279449463","8.01053844451904","-8.41906257629394","3.64423776626587","-8.45798992156982","1.55054301461576","0.730085850410699","1485.9048828125","811.935151367187"
"carytome","Carya tomentosa","mockernut hickory","-7.1480281829834","-25.2986839294434","25.3023638153076","16.3857385253906","7.85089654922486","-10.2986839294434","4.61992778778077","-10.7812356948853","2.1551449852404","1.06794245213487","1621.66362304688","927.387292480469"
"castalni","Castanea alnifolia","Florida chinkapin","-6.50949674606323","-12.5757389068604","25.3469570541382","22.6401605987549","8.49050325393677","2.42426109313965","5.85900754928589","-1.01680506110191","1.71784525977416","1.18386840577917","1663.93945068359","1191.76643798828"
"castchry","Chrysolepis chrysophylla","golden chinkapin","-3.71004224300385","-18.5369410705566","19.5291103744507","11.1961720848083","8.00283435821533","-3.61378259658813","3.11157484054565","-7.02374641418457","6.18453182846165","0.872627549628478","2987.95825195313","567.704875488281"
"castdent","Castanea dentata","American chestnut","-11.8530459403992","-26.9775056838989","23.2292520904541","15.0143230438232","3.14695405960083","-11.9775056838989","-0.365170326828957","-12.8145079612732","2.36971772728264","1.35285414950333","1575.52224121094","845.725866699219"
"castozar","Castanea ozarkensis","Ozark chinkapin","-13.6024043464661","-20.0475719833374","23.3927495193481","20.4579870986938","1.39759565353393","-5.0475719833374","-1.83845343351364","-6.38503346443176","1.65799476799647","1.20819933492801","1448.58123046875","1095.62385986328"
"castpumi","Castanea pumila","Allegheny chinkapin","-7.00348854064941","-20.7695415496826","25.2101203918457","17.1590282440186","7.99651145935059","-5.76954154968262","4.98717193603516","-6.92306909561157","2.06144284222706","1.11677119896276","1647.69965820312","1017.5046875"
"catabign","Catalpa bignonioides","southern catalpa","-8.34749948501587","-12.6316438102722","24.9193604278564","22.6658660125732","6.65250051498413","2.36835618972778","3.67122756958008","-1.00148789167404","1.56329084006679","1.23646766126273","1577.25448486328","1290.71718017578"
"cataspec","Catalpa speciosa","northern catalpa","-14.5908992958069","-21.9338184738159","23.3244423294067","20.6471747970581","0.409100704193115","-6.93381847381592","-2.21460465431213","-7.00407606124878","1.57119414276081","1.35616289448761","1314.17718261719","1080.6957421875"
"ceanarbo","Ceanothus arboreus","feltleaf ceanothus","4.80792369842529","1.52746007442474","19.673928642273","18.8093608856201","13.253874206543","11.5987666130066","10.1944387435913","7.26352324485779","0.74979644123071","0.499989725527979","440.161636352539","311.708584594727"
"ceanspin","Ceanothus spinosus","spiny ceanothus","1.33092190265656","-9.4509485244751","27.7969891357422","15.9502221679688","12.9955403900147","3.68438257217407","7.29922870635986","-1.73122035980225","0.938742196863229","0.106998312312814","713.223016357422","136.15924911499"
