path	name	Latin Name	Common Name
tree_atlas_dd83/q/quergamb.shp	quergamb	Quercus gambelii	Gambel oak
tree_atlas_dd83/q/quergarr.shp	quergarr	Quercus garryana	Oregon white oak
tree_atlas_dd83/q/quergeor.shp	quergeor	Quercus georgiana	Georgia oak
tree_atlas_dd83/q/querglau.shp	querglau	Quercus glaucoides	Lacey oak
tree_atlas_dd83/q/quergrac.shp	quergrac	Quercus graciliformis	Chisos oak
tree_atlas_dd83/q/quergrav.shp	quergrav	Quercus gravesii	Graves oak incl. Q. tardifolia (Muller) lateleaf oak
tree_atlas_dd83/q/quergris.shp	quergris	Quercus grisea	gray oak
tree_atlas_dd83/q/querhava.shp	querhava	Quercus havardii	Havard oak
tree_atlas_dd83/q/querhypo.shp	querhypo	Quercus hypoleucoides	silverleaf oak
tree_atlas_dd83/q/querilic.shp	querilic	Quercus ilicifolia	bear oak
tree_atlas_dd83/q/querimbr.shp	querimbr	Quercus imbricaria	shingle oak
tree_atlas_dd83/q/querinca.shp	querinca	Quercus incana	bluejack oak
tree_atlas_dd83/q/querkell.shp	querkell	Quercus kelloggii	California black oak
tree_atlas_dd83/q/querlaev.shp	querlaev	Quercus laevis	turkey oak
tree_atlas_dd83/q/querlaur.shp	querlaur	Quercus laurifolia	laurel oak
tree_atlas_dd83/q/querloba.shp	querloba	Quercus lobata	California white oak
tree_atlas_dd83/q/querlyra.shp	querlyra	Quercus lyrata	overcup oak
tree_atlas_dd83/q/quermacd.shp	quermacd	Quercus macdonaldii	McDonald oak
tree_atlas_dd83/q/quermacr.shp	quermacr	Quercus macrocarpa	bur oak
tree_atlas_dd83/q/quermarg.shp	quermarg	Quercus margarettae	sand post oak
tree_atlas_dd83/q/quermari.shp	quermari	Quercus marilandica	blackjack oak
tree_atlas_dd83/q/quermich.shp	quermich	Quercus michauxii	swamp chestnut oak
tree_atlas_dd83/q/quermohr.shp	quermohr	Quercus mohriana	Mohrs oak
tree_atlas_dd83/q/quermueh.shp	quermueh	Quercus muehlenbergii	chinkapin oak
tree_atlas_dd83/q/quermyrt.shp	quermyrt	Quercus myrtifolia	myrtle oak
tree_atlas_dd83/q/quernigr.shp	quernigr	Quercus nigra	water oak
tree_atlas_dd83/q/quernutt.shp	quernutt	Quercus nuttallii	Nuttall oak
tree_atlas_dd83/q/queroblo.shp	queroblo	Quercus oblongifolia	Mexican blue oak
tree_atlas_dd83/q/querogle.shp	querogle	Quercus oglethorpensis	Oglethorpe oak
tree_atlas_dd83/q/querpago.shp	querpago	Quercus pagoda	cherry-bark oak
tree_atlas_dd83/q/querpalu.shp	querpalu	Quercus palustris	pin oak
tree_atlas_dd83/q/querphel.shp	querphel	Quercus phellos	willow oak
tree_atlas_dd83/q/querprin.shp	querprin	Quercus prinus	chestnut oak
tree_atlas_dd83/q/querpung.shp	querpung	Quercus pungens	sandpaper oak
tree_atlas_dd83/q/querrubr.shp	querrubr	Quercus rubra	northern red oak
tree_atlas_dd83/q/querrugo.shp	querrugo	Quercus rugosa	netleaf oak
tree_atlas_dd83/q/quershum.shp	quershum	Quercus shumardii	Shumard oak
tree_atlas_dd83/q/querstel.shp	querstel	Quercus stellata	post oak
tree_atlas_dd83/q/quertome.shp	quertome	Quercus tomentella	island live oak
tree_atlas_dd83/q/quertoum.shp	quertoum	Quercus toumeyi	Toumey oak
tree_atlas_dd83/q/querturb.shp	querturb	Quercus turbinella	shrub live oak
tree_atlas_dd83/q/quervelu.shp	quervelu	Quercus velutina	black oak
tree_atlas_dd83/q/quervirg.shp	quervirg	Quercus virginiana	live oak
tree_atlas_dd83/q/querwisl.shp	querwisl	Quercus wislizeni	interior live oak
tree_atlas_dd83/r-s/rapapunc.shp	rapapunc	Rapanea punctata	Florida rapanea
tree_atlas_dd83/r-s/reynsept.shp	reynsept	Reynosia septentrionalis	darling plum
tree_atlas_dd83/r-s/rhambetu.shp	rhambetu	Rhamnus betulaefolia	birchleaf buckthorn
tree_atlas_dd83/r-s/rhamcali.shp	rhamcali	Rhamnus californica	California buckthorn
tree_atlas_dd83/r-s/rhamcaro.shp	rhamcaro	Rhamnus caroliniana	Carolina buckthorn
tree_atlas_dd83/r-s/rhamcroc.shp	rhamcroc	Rhamnus crocea	hollyleaf buckthorn
tree_atlas_dd83/r-s/rhampurs.shp	rhampurs	Rhamnus purshiana	cascara buckthorn
tree_atlas_dd83/r-s/rhizmang.shp	rhizmang	Rhizophora mangle	mangrove
tree_atlas_dd83/r-s/rhodcata.shp	rhodcata	Rhododendron catawbiense	Catawba rhododendron
tree_atlas_dd83/r-s/rhodmacr.shp	rhodmacr	Rhododendron macrophyllum	Pacific rhododendron
tree_atlas_dd83/r-s/rhodmaxi.shp	rhodmaxi	Rhododendron maximum	rosebay rhododendron
tree_atlas_dd83/r-s/rhuschor.shp	rhuschor	Rhus choriophylla	Mearns sumac
tree_atlas_dd83/r-s/rhuscopa.shp	rhuscopa	Rhus copallina	shining sumac
tree_atlas_dd83/r-s/rhusglab.shp	rhusglab	Rhus glabra	smooth sumac
tree_atlas_dd83/r-s/rhusinte.shp	rhusinte	Rhus integrifolia	lemonade sumac
tree_atlas_dd83/r-s/rhuskear.shp	rhuskear	Rhus kearneyi	Kearney sumac
tree_atlas_dd83/r-s/rhuslanc.shp	rhuslanc	Rhus lanceolata	prairie sumac
tree_atlas_dd83/r-s/rhuslaur.shp	rhuslaur	Rhus laurina	laurel sumac
tree_atlas_dd83/r-s/rhusmicr.shp	rhusmicr	Rhus microphylla	littleleaf sumac
tree_atlas_dd83/r-s/rhusovat.shp	rhusovat	Rhus ovata	sugar sumac
tree_atlas_dd83/r-s/rhustyph.shp	rhustyph	Rhus typhina	staghorn sumac
tree_atlas_dd83/r-s/robikels.shp	robikels	Robinia kelseyi	Kelsey locust
tree_atlas_dd83/r-s/robineom.shp	robineom	Robinia neomexicana	New Mexican locust
tree_atlas_dd83/r-s/robipseu.shp	robipseu	Robinia pseudoacacia	black locust
tree_atlas_dd83/r-s/robivisc.shp	robivisc	Robinia viscosa	clammy locust
tree_atlas_dd83/r-s/royselat.shp	royselat	Roystonea elata	Florida royalpalm
tree_atlas_dd83/r-s/sabamexi.shp	sabamexi	Sabal mexicana	Mexican palmetto
tree_atlas_dd83/r-s/sabamino.shp	sabamino	Sabal minor	dwarf palmetto
tree_atlas_dd83/r-s/sabapalm.shp	sabapalm	Sabal palmetto	cabbage palmetto
tree_atlas_dd83/r-s/salialax.shp	salialax	Salix alaxensis	feltleaf willow
tree_atlas_dd83/r-s/saliamyg.shp	saliamyg	Salix amygdaloides	peachleaf willow
tree_atlas_dd83/r-s/saliarbu.shp	saliarbu	Salix arbusculoides	peachleaf willow
tree_atlas_dd83/r-s/salibebb.shp	salibebb	Salix bebbiana	Bebb willow
tree_atlas_dd83/r-s/salibonp.shp	salibonp	Salix bonplandiana	Bonpland willow
tree_atlas_dd83/r-s/salicaro.shp	salicaro	Salix caroliniana	Coastal Plain willow
tree_atlas_dd83/r-s/salidisc.shp	salidisc	Salix discolor	pussy willow
tree_atlas_dd83/r-s/saliexig.shp	saliexig	Salix exigua	coyote willow
tree_atlas_dd83/r-s/saliflor.shp	saliflor	Salix floridana	Florida willow
tree_atlas_dd83/r-s/salifluv.shp	salifluv	Salix fluviatilis	river willow
tree_atlas_dd83/r-s/saligeye.shp	saligeye	Salix geyeriana	Geyer willow
tree_atlas_dd83/r-s/salihind.shp	salihind	Salix hindsiana	Hinds willow
tree_atlas_dd83/r-s/salihook.shp	salihook	Salix hookeriana	Hooker willow
tree_atlas_dd83/r-s/salilaev.shp	salilaev	Salix laevigata	red willow
tree_atlas_dd83/r-s/salilasi.shp	salilasi	Salix lasiandra	Pacific willow
tree_atlas_dd83/r-s/salilaso.shp	salilaso	Salix lasiolepis	arroyo willow
tree_atlas_dd83/r-s/saliluci.shp	saliluci	Salix lucida	shining willow
tree_atlas_dd83/r-s/salimack.shp	salimack	Salix mackenzieana	Mackenzie willow
tree_atlas_dd83/r-s/salinigr.shp	salinigr	Salix nigra	black willow
tree_atlas_dd83/r-s/salipell.shp	salipell	Salix pellita	satiny willow
tree_atlas_dd83/r-s/salipeti.shp	salipeti	Salix petiolaris	meadow willow
tree_atlas_dd83/r-s/salipyri.shp	salipyri	Salix pyrifolia	balsam willow
tree_atlas_dd83/r-s/saliscou.shp	saliscou	Salix scouleriana	Scouler willow
tree_atlas_dd83/r-s/saliseri.shp	saliseri	Salix sericea	silky willow
tree_atlas_dd83/r-s/salisess.shp	salisess	Salix sessilifolia	northwest willow
tree_atlas_dd83/r-s/salisitc.shp	salisitc	Salix sitchensis	Sitka willow
tree_atlas_dd83/r-s/salitaxi.shp	salitaxi	Salix taxifolia	yewleaf willow
tree_atlas_dd83/r-s/salitrac.shp	salitrac	Salix tracyi	Tracy willow
tree_atlas_dd83/r-s/sambcall.shp	sambcall	Sambucus callicarpa	Pacific red elder
tree_atlas_dd83/r-s/sambcana.shp	sambcana	Sambucus canadensis	American elder
tree_atlas_dd83/r-s/sambglau.shp	sambglau	Sambucus glauca	blueberry elder
tree_atlas_dd83/r-s/sambmela.shp	sambmela	Sambucus melanocarpa	blackbead elder
tree_atlas_dd83/r-s/sambmexi.shp	sambmexi	Sambucus mexicana	Mexican elder
tree_atlas_dd83/r-s/sambvelu.shp	sambvelu	Sambucus velutina	velvet elder
tree_atlas_dd83/r-s/sapibilo.shp	sapibilo	Sapium biloculare	jumping bean sapium
tree_atlas_dd83/r-s/sapidrum.shp	sapidrum	Sapindus drummondii	western soapberry
tree_atlas_dd83/r-s/sapisapo.shp	sapisapo	Sapindus saponaria	wingleaf soapberry
tree_atlas_dd83/r-s/sassalbi.shp	sassalbi	Sassafras albidum	sassafras
tree_atlas_dd83/r-s/savibaha.shp	savibaha	Savia bahamensis	maidenbush
tree_atlas_dd83/r-s/schafrut.shp	schafrut	Schaefferia frutescens	Florida boxwood
tree_atlas_dd83/r-s/schochry.shp	schochry	Schoepfia chrysophylloides	graytwig
tree_atlas_dd83/r-s/sequgiga.shp	sequgiga	Sequoiadendron giganteum	giant sequoia
tree_atlas_dd83/r-s/sequsemp.shp	sequsemp	Sequoia sempervirens	redwood
tree_atlas_dd83/r-s/sererepe.shp	sererepe	Serenoa repens	saw palmetto
tree_atlas_dd83/r-s/sheparge.shp	sheparge	Shepherdia argentea	silver buffaloberry
tree_atlas_dd83/r-s/simaglau.shp	simaglau	Simarouba glauca	paradise tree
tree_atlas_dd83/r-s/solaeria.shp	solaeria	Solanum erianthum	mullein nightshade
tree_atlas_dd83/r-s/sophaffi.shp	sophaffi	Sophora affinis	Texas sophora
tree_atlas_dd83/r-s/sophsecu.shp	sophsecu	Sophora secundiflora	mescalbean
tree_atlas_dd83/r-s/sorbamer.shp	sorbamer	Sorbus americana	American mountain ash
tree_atlas_dd83/r-s/sorbdeco.shp	sorbdeco	Sorbus decora	showy mountain ash
tree_atlas_dd83/r-s/sorbscop.shp	sorbscop	Sorbus scopulina	Greene mountain ash
tree_atlas_dd83/r-s/sorbsitc.shp	sorbsitc	Sorbus sitchensis	Sitka mountain ash
tree_atlas_dd83/r-s/stapbola.shp	stapbola	Staphylea bolanderi	Sierra bladdernut
tree_atlas_dd83/r-s/staptrif.shp	staptrif	Staphylea trifolia	American bladdernut
tree_atlas_dd83/r-s/stewmala.shp	stewmala	Stewartia malacodendron	Virginia stewartia
tree_atlas_dd83/r-s/stewovat.shp	stewovat	Stewartia ovata	mountain stewartia
tree_atlas_dd83/r-s/styramer.shp	styramer	Styrax americana	American snowbell
tree_atlas_dd83/r-s/styrgran.shp	styrgran	Styrax grandifolia	bigleaf snowbell
tree_atlas_dd83/r-s/styrplat.shp	styrplat	Styrax platanifolia	sycamore leaf snowbell
tree_atlas_dd83/r-s/surimari.shp	surimari	Suriana maritima	baycedar
tree_atlas_dd83/r-s/swiemaha.shp	swiemaha	Swietenia mahagoni	West Indies mahogany
tree_atlas_dd83/r-s/symptinc.shp	symptinc	Symplocos tinctoria	common sweetleaf
tree_atlas_dd83/t-z/taxodist.shp	taxodist	Taxodium distichum	baldcypress
tree_atlas_dd83/t-z/taxomucr.shp	taxomucr	Taxodium mucronatum	Montezuma baldcypress
tree_atlas_dd83/t-z/taxonuta.shp	taxonuta	Taxodium nutans	Pond cypress
tree_atlas_dd83/t-z/taxubrev.shp	taxubrev	Taxus brevifolia	Pacific yew
tree_atlas_dd83/t-z/taxucana.shp	taxucana	Taxus canadensis	Canada yew
tree_atlas_dd83/t-z/taxuflor.shp	taxuflor	Taxus floridana	Florida yew
tree_atlas_dd83/t-z/tetrbico.shp	tetrbico	Tetrazygia bicolor	Florida tetrazygia
tree_atlas_dd83/t-z/thrimorr.shp	thrimorr	Thrinax morrisii	key thatchpalm
tree_atlas_dd83/t-z/thriradi.shp	thriradi	Thrinax radiata	Florida thatchpalm
tree_atlas_dd83/t-z/thujocci.shp	thujocci	Thuja occidentalis	northern white cedar
tree_atlas_dd83/t-z/thujplic.shp	thujplic	Thuja plicata	western redcedar
tree_atlas_dd83/t-z/tiliamer.shp	tiliamer	Tilia americana	American basswood
tree_atlas_dd83/t-z/tilicaro.shp	tilicaro	Tilia caroliniana	Carolina basswood
tree_atlas_dd83/t-z/tilihete.shp	tilihete	Tilia heterophylla	white basswood
tree_atlas_dd83/t-z/torrcali.shp	torrcali	Torreya californica	California torreya
tree_atlas_dd83/t-z/torrtaxi.shp	torrtaxi	Torreya taxifolia	Florida torreya
tree_atlas_dd83/t-z/toxivern.shp	toxivern	Toxicodendron vernix	poison sumac
tree_atlas_dd83/t-z/tremlama.shp	tremlama	Trema lamarckiana	West Indies trema
tree_atlas_dd83/t-z/tremmicr.shp	tremmicr	Trema micrantha	Florida trema
tree_atlas_dd83/t-z/tsugcana.shp	tsugcana	Tsuga canadensis	eastern hemlock
tree_atlas_dd83/t-z/tsugcaro.shp	tsugcaro	Tsuga caroliniana	Carolina hemlock
tree_atlas_dd83/t-z/tsughete.shp	tsughete	Tsuga heterophylla	western hemlock
tree_atlas_dd83/t-z/tsugmert.shp	tsugmert	Tsuga mertensiana	mountain hemlock
tree_atlas_dd83/t-z/ulmualat.shp	ulmualat	Ulmus alata	winged elm
tree_atlas_dd83/t-z/ulmuamer.shp	ulmuamer	Ulmus americana	American elm
tree_atlas_dd83/t-z/ulmucras.shp	ulmucras	Ulmus crassifolia	cedar elm
tree_atlas_dd83/t-z/ulmurubr.shp	ulmurubr	Ulmus rubra	slippery elm
tree_atlas_dd83/t-z/ulmusero.shp	ulmusero	Ulmus serotina	September elm
tree_atlas_dd83/t-z/ulmuthom.shp	ulmuthom	Ulmus thomasii	rock elm
tree_atlas_dd83/t-z/umbecali.shp	umbecali	Umbellularia californica	California laurel
tree_atlas_dd83/t-z/ungnspec.shp	ungnspec	Ungnadia speciosa	Mexican buckeye
tree_atlas_dd83/t-z/vaccarbo.shp	vaccarbo	Vaccinium arboreum	tree sparkleberry
tree_atlas_dd83/t-z/vauqcali.shp	vauqcali	Vauquelinia californica	Torrey vauquelinia
tree_atlas_dd83/t-z/vauqpauc.shp	vauqpauc	Vauquelinia pauciflora	fewflower vauquelinia
tree_atlas_dd83/t-z/vibulent.shp	vibulent	Viburnum lentago	nannyberry
tree_atlas_dd83/t-z/vibunudu.shp	vibunudu	Viburnum nudum	possumhaw viburnum
tree_atlas_dd83/t-z/vibuobov.shp	vibuobov	Viburnum obovatum	Walter viburnum
tree_atlas_dd83/t-z/vibuprun.shp	vibuprun	Viburnum prunifolium	blackhaw
tree_atlas_dd83/t-z/viburufi.shp	viburufi	Viburnum rufidulum	rusty blackhaw
tree_atlas_dd83/t-z/vibutril.shp	vibutril	Viburnum trilobum	American cranberrybush
tree_atlas_dd83/t-z/washfili.shp	washfili	Washingtonia filifera	California washingtonia
tree_atlas_dd83/t-z/ximeamer.shp	ximeamer	Ximenia americana	tallowwood
tree_atlas_dd83/t-z/yuccaloi.shp	yuccaloi	Yucca aloifolia	aloe yucca
tree_atlas_dd83/t-z/yuccbrev.shp	yuccbrev	Yucca brevifolia	Joshua tree
tree_atlas_dd83/t-z/yucccarn.shp	yucccarn	Yucca carnerosana	Carneros yucca
tree_atlas_dd83/t-z/yuccelat.shp	yuccelat	Yucca elata	soaptree yucca
tree_atlas_dd83/t-z/yuccfaxo.shp	yuccfaxo	Yucca faxoniana	Faxon yucca
tree_atlas_dd83/t-z/yuccglor.shp	yuccglor	Yucca gloriosa	moundlily yucca
tree_atlas_dd83/t-z/yuccmoha.shp	yuccmoha	Yucca mohavensis	Mohave yucca
tree_atlas_dd83/t-z/yuccrost.shp	yuccrost	Yucca rostrata	beaked yucca
tree_atlas_dd83/t-z/yuccscho.shp	yuccscho	Yucca schottii	Schotts yucca
tree_atlas_dd83/t-z/yucctorr.shp	yucctorr	Yucca torreyi	Torrey yucca
tree_atlas_dd83/t-z/yucctrec.shp	yucctrec	Yucca treculeana	Trecul yucca
tree_atlas_dd83/t-z/zantamer.shp	zantamer	Zanthoxylum americanum	common prickly ash
tree_atlas_dd83/t-z/zantclav.shp	zantclav	Zanthoxylum clava-herculis	Hercules club
tree_atlas_dd83/t-z/zantcori.shp	zantcori	Zanthoxylum coriaceum	Biscayne prickly ash
tree_atlas_dd83/t-z/zantfaga.shp	zantfaga	Zanthoxylum fagara	lime prickly ash
tree_atlas_dd83/t-z/zantflav.shp	zantflav	Zanthoxylum flavum	West Indies satinwood
tree_atlas_dd83/t-z/zanthirs.shp	zanthirs	Zanthoxylum hirsutum	Texas Hercules club
